timestamp,duid,power_hat_MW
2025-11-02 00:00:00,BUTLERSG,6.978683098591547
2025-11-02 00:05:00,BUTLERSG,6.984761267605632
2025-11-02 00:10:00,BUTLERSG,6.989015985915491
2025-11-02 00:15:00,BUTLERSG,6.991994288732392
2025-11-02 00:20:00,BUTLERSG,6.994079100704223
2025-11-02 00:25:00,BUTLERSG,6.995538469084504
2025-11-02 00:30:00,BUTLERSG,6.996560026950702
2025-11-02 00:35:00,BUTLERSG,6.99727511745704
2025-11-02 00:40:00,BUTLERSG,6.997775680811476
2025-11-02 00:45:00,BUTLERSG,6.998126075159582
2025-11-02 00:50:00,BUTLERSG,6.9983713512032555
2025-11-02 00:55:00,BUTLERSG,6.998543044433827
2025-11-02 01:00:00,BUTLERSG,6.998663229695228
2025-11-02 01:05:00,BUTLERSG,6.998747359378208
2025-11-02 01:10:00,BUTLERSG,6.998806250156294
2025-11-02 01:15:00,BUTLERSG,6.9988474737009545
2025-11-02 01:20:00,BUTLERSG,6.998876330182217
2025-11-02 01:25:00,BUTLERSG,6.9988965297191
2025-11-02 01:30:00,BUTLERSG,6.998910669394919
2025-11-02 01:35:00,BUTLERSG,6.998920567167992
2025-11-02 01:40:00,BUTLERSG,6.998927495609143
2025-11-02 01:45:00,BUTLERSG,6.998932345517948
2025-11-02 01:50:00,BUTLERSG,6.998935740454113
2025-11-02 01:55:00,BUTLERSG,6.998938116909428
2025-11-02 02:00:00,BUTLERSG,6.998939780428148
2025-11-02 02:05:00,BUTLERSG,6.9989409448912525
2025-11-02 02:10:00,BUTLERSG,6.998941760015425
2025-11-02 02:15:00,BUTLERSG,6.998942330602346
2025-11-02 02:20:00,BUTLERSG,6.998942730013191
2025-11-02 02:25:00,BUTLERSG,6.998943009600782
2025-11-02 02:30:00,BUTLERSG,6.998943205312096
2025-11-02 02:35:00,BUTLERSG,6.998943342310016
2025-11-02 02:40:00,BUTLERSG,6.99894343820856
2025-11-02 02:45:00,BUTLERSG,6.99894350533754
2025-11-02 02:50:00,BUTLERSG,6.998943552327827
2025-11-02 02:55:00,BUTLERSG,6.998943585221027
2025-11-02 03:00:00,BUTLERSG,6.998943608246267
2025-11-02 03:05:00,BUTLERSG,6.998943624363935
2025-11-02 03:10:00,BUTLERSG,6.998943635646303
2025-11-02 03:15:00,BUTLERSG,6.998943643543961
2025-11-02 03:20:00,BUTLERSG,6.998943649072321
2025-11-02 03:25:00,BUTLERSG,6.998943652942173
2025-11-02 03:30:00,BUTLERSG,6.99894365565107
2025-11-02 03:35:00,BUTLERSG,6.998943657547297
2025-11-02 03:40:00,BUTLERSG,6.998943658874657
2025-11-02 03:45:00,BUTLERSG,6.998943659803809
2025-11-02 03:50:00,BUTLERSG,6.998943660454215
2025-11-02 03:55:00,BUTLERSG,6.998943660909498
2025-11-02 04:00:00,BUTLERSG,6.998943661228197
2025-11-02 04:05:00,BUTLERSG,6.998943661451286
2025-11-02 04:10:00,BUTLERSG,6.998943661607449
2025-11-02 04:15:00,BUTLERSG,6.998943661716763
2025-11-02 04:20:00,BUTLERSG,6.998943661793283
2025-11-02 04:25:00,BUTLERSG,6.998943661846846
2025-11-02 04:30:00,BUTLERSG,6.998943661884341
2025-11-02 04:35:00,BUTLERSG,6.998943661910587
2025-11-02 04:40:00,BUTLERSG,6.998943661928959
2025-11-02 04:45:00,BUTLERSG,6.99894366194182
2025-11-02 04:50:00,BUTLERSG,6.998943661950823
2025-11-02 04:55:00,BUTLERSG,6.998943661957124
2025-11-02 05:00:00,BUTLERSG,6.998943661961536
2025-11-02 05:05:00,BUTLERSG,6.998943661964624
2025-11-02 05:10:00,BUTLERSG,6.998943661966785
2025-11-02 05:15:00,BUTLERSG,6.9989436619682985
2025-11-02 05:20:00,BUTLERSG,6.998943661969357
2025-11-02 05:25:00,BUTLERSG,6.998943661970099
2025-11-02 05:30:00,BUTLERSG,6.998943661970618
2025-11-02 05:35:00,BUTLERSG,6.998943661970981
2025-11-02 05:40:00,BUTLERSG,6.998943661971235
2025-11-02 05:45:00,BUTLERSG,6.998943661971413
2025-11-02 05:50:00,BUTLERSG,6.998943661971538
2025-11-02 05:55:00,BUTLERSG,6.998943661971625
2025-11-02 06:00:00,BUTLERSG,6.998943661971686
2025-11-02 06:05:00,BUTLERSG,6.998943661971729
2025-11-02 06:10:00,BUTLERSG,6.998943661971759
2025-11-02 06:15:00,BUTLERSG,6.99894366197178
2025-11-02 06:20:00,BUTLERSG,6.998943661971794
2025-11-02 06:25:00,BUTLERSG,6.998943661971805
2025-11-02 06:30:00,BUTLERSG,6.998943661971812
2025-11-02 06:35:00,BUTLERSG,6.9989436619718175
2025-11-02 06:40:00,BUTLERSG,6.998943661971821
2025-11-02 06:45:00,BUTLERSG,6.998943661971824
2025-11-02 06:50:00,BUTLERSG,6.9989436619718255
2025-11-02 06:55:00,BUTLERSG,6.998943661971826
2025-11-02 07:00:00,BUTLERSG,6.998943661971827
2025-11-02 07:05:00,BUTLERSG,6.998943661971827
2025-11-02 07:10:00,BUTLERSG,6.998943661971827
2025-11-02 07:15:00,BUTLERSG,6.998943661971827
2025-11-02 07:20:00,BUTLERSG,6.998943661971827
2025-11-02 07:25:00,BUTLERSG,6.998943661971827
2025-11-02 07:30:00,BUTLERSG,6.998943661971827
2025-11-02 07:35:00,BUTLERSG,6.998943661971827
2025-11-02 07:40:00,BUTLERSG,6.998943661971827
2025-11-02 07:45:00,BUTLERSG,6.998943661971827
2025-11-02 07:50:00,BUTLERSG,6.998943661971827
2025-11-02 07:55:00,BUTLERSG,6.998943661971827
2025-11-02 08:00:00,BUTLERSG,6.998943661971827
2025-11-02 08:05:00,BUTLERSG,6.998943661971827
2025-11-02 08:10:00,BUTLERSG,6.998943661971827
2025-11-02 08:15:00,BUTLERSG,6.998943661971827
2025-11-02 08:20:00,BUTLERSG,6.998943661971827
2025-11-02 08:25:00,BUTLERSG,6.998943661971827
2025-11-02 08:30:00,BUTLERSG,6.998943661971827
2025-11-02 08:35:00,BUTLERSG,6.998943661971827
2025-11-02 08:40:00,BUTLERSG,6.998943661971827
2025-11-02 08:45:00,BUTLERSG,6.998943661971827
2025-11-02 08:50:00,BUTLERSG,6.998943661971827
2025-11-02 08:55:00,BUTLERSG,6.998943661971827
2025-11-02 09:00:00,BUTLERSG,6.998943661971827
2025-11-02 09:05:00,BUTLERSG,6.998943661971827
2025-11-02 09:10:00,BUTLERSG,6.998943661971827
2025-11-02 09:15:00,BUTLERSG,6.998943661971827
2025-11-02 09:20:00,BUTLERSG,6.998943661971827
2025-11-02 09:25:00,BUTLERSG,6.998943661971827
2025-11-02 09:30:00,BUTLERSG,6.998943661971827
