timestamp,duid,power_hat_MW
2025-10-31 00:00:00,BUTLERSG,6.977534483520291
2025-10-31 00:05:00,BUTLERSG,6.982815805130869
2025-10-31 00:10:00,BUTLERSG,6.986512730258275
2025-10-31 00:15:00,BUTLERSG,6.9891005778474575
2025-10-31 00:20:00,BUTLERSG,6.990912071159887
2025-10-31 00:25:00,BUTLERSG,6.992180116478586
2025-10-31 00:30:00,BUTLERSG,6.9930677482016765
2025-10-31 00:35:00,BUTLERSG,6.993689090407839
2025-10-31 00:40:00,BUTLERSG,6.994124029952154
2025-10-31 00:45:00,BUTLERSG,6.994428487633174
2025-10-31 00:50:00,BUTLERSG,6.994641608009887
2025-10-31 00:55:00,BUTLERSG,6.994790792273587
2025-10-31 01:00:00,BUTLERSG,6.994895221258178
2025-10-31 01:05:00,BUTLERSG,6.99496832154739
2025-10-31 01:10:00,BUTLERSG,6.995019491749838
2025-10-31 01:15:00,BUTLERSG,6.995055310891553
2025-10-31 01:20:00,BUTLERSG,6.995080384290754
2025-10-31 01:25:00,BUTLERSG,6.995097935670193
2025-10-31 01:30:00,BUTLERSG,6.995110221635802
2025-10-31 01:35:00,BUTLERSG,6.995118821811728
2025-10-31 01:40:00,BUTLERSG,6.995124841934876
2025-10-31 01:45:00,BUTLERSG,6.99512905602108
2025-10-31 01:50:00,BUTLERSG,6.9951320058814215
2025-10-31 01:55:00,BUTLERSG,6.995134070783662
2025-10-31 02:00:00,BUTLERSG,6.99513551621523
2025-10-31 02:05:00,BUTLERSG,6.995136528017326
2025-10-31 02:10:00,BUTLERSG,6.995137236278794
2025-10-31 02:15:00,BUTLERSG,6.995137732061821
2025-10-31 02:20:00,BUTLERSG,6.995138079109941
2025-10-31 02:25:00,BUTLERSG,6.9951383220436245
2025-10-31 02:30:00,BUTLERSG,6.995138492097203
2025-10-31 02:35:00,BUTLERSG,6.995138611134708
2025-10-31 02:40:00,BUTLERSG,6.995138694460962
2025-10-31 02:45:00,BUTLERSG,6.995138752789339
2025-10-31 02:50:00,BUTLERSG,6.995138793619203
2025-10-31 02:55:00,BUTLERSG,6.995138822200108
2025-10-31 03:00:00,BUTLERSG,6.995138842206741
2025-10-31 03:05:00,BUTLERSG,6.995138856211385
2025-10-31 03:10:00,BUTLERSG,6.995138866014635
2025-10-31 03:15:00,BUTLERSG,6.995138872876911
2025-10-31 03:20:00,BUTLERSG,6.995138877680503
2025-10-31 03:25:00,BUTLERSG,6.995138881043019
2025-10-31 03:30:00,BUTLERSG,6.995138883396779
2025-10-31 03:35:00,BUTLERSG,6.995138885044412
2025-10-31 03:40:00,BUTLERSG,6.995138886197754
2025-10-31 03:45:00,BUTLERSG,6.995138887005094
2025-10-31 03:50:00,BUTLERSG,6.995138887570231
2025-10-31 03:55:00,BUTLERSG,6.995138887965828
2025-10-31 04:00:00,BUTLERSG,6.995138888242746
2025-10-31 04:05:00,BUTLERSG,6.995138888436587
2025-10-31 04:10:00,BUTLERSG,6.995138888572278
2025-10-31 04:15:00,BUTLERSG,6.99513888866726
2025-10-31 04:20:00,BUTLERSG,6.995138888733747
2025-10-31 04:25:00,BUTLERSG,6.995138888780289
2025-10-31 04:30:00,BUTLERSG,6.995138888812868
2025-10-31 04:35:00,BUTLERSG,6.9951388888356725
2025-10-31 04:40:00,BUTLERSG,6.995138888851637
2025-10-31 04:45:00,BUTLERSG,6.995138888862812
2025-10-31 04:50:00,BUTLERSG,6.995138888870635
2025-10-31 04:55:00,BUTLERSG,6.9951388888761095
2025-10-31 05:00:00,BUTLERSG,6.995138888879943
2025-10-31 05:05:00,BUTLERSG,6.995138888882625
2025-10-31 05:10:00,BUTLERSG,6.995138888884503
2025-10-31 05:15:00,BUTLERSG,6.995138888885817
2025-10-31 05:20:00,BUTLERSG,6.995138888886737
2025-10-31 05:25:00,BUTLERSG,6.995138888887382
2025-10-31 05:30:00,BUTLERSG,6.995138888887833
2025-10-31 05:35:00,BUTLERSG,6.99513888888815
2025-10-31 05:40:00,BUTLERSG,6.99513888888837
2025-10-31 05:45:00,BUTLERSG,6.995138888888524
2025-10-31 05:50:00,BUTLERSG,6.995138888888633
2025-10-31 05:55:00,BUTLERSG,6.995138888888709
2025-10-31 06:00:00,BUTLERSG,6.9951388888887625
2025-10-31 06:05:00,BUTLERSG,6.9951388888888
2025-10-31 06:10:00,BUTLERSG,6.995138888888826
2025-10-31 06:15:00,BUTLERSG,6.995138888888844
2025-10-31 06:20:00,BUTLERSG,6.995138888888857
2025-10-31 06:25:00,BUTLERSG,6.9951388888888655
2025-10-31 06:30:00,BUTLERSG,6.995138888888873
2025-10-31 06:35:00,BUTLERSG,6.995138888888876
2025-10-31 06:40:00,BUTLERSG,6.99513888888888
2025-10-31 06:45:00,BUTLERSG,6.9951388888888815
2025-10-31 06:50:00,BUTLERSG,6.995138888888883
2025-10-31 06:55:00,BUTLERSG,6.995138888888885
2025-10-31 07:00:00,BUTLERSG,6.995138888888885
2025-10-31 07:05:00,BUTLERSG,6.995138888888885
2025-10-31 07:10:00,BUTLERSG,6.995138888888885
2025-10-31 07:15:00,BUTLERSG,6.995138888888885
2025-10-31 07:20:00,BUTLERSG,6.995138888888885
2025-10-31 07:25:00,BUTLERSG,6.995138888888885
2025-10-31 07:30:00,BUTLERSG,6.995138888888885
2025-10-31 07:35:00,BUTLERSG,6.995138888888885
2025-10-31 07:40:00,BUTLERSG,6.995138888888885
2025-10-31 07:45:00,BUTLERSG,6.995138888888885
2025-10-31 07:50:00,BUTLERSG,6.995138888888885
2025-10-31 07:55:00,BUTLERSG,6.995138888888885
2025-10-31 08:00:00,BUTLERSG,6.995138888888885
2025-10-31 08:05:00,BUTLERSG,6.995138888888885
2025-10-31 08:10:00,BUTLERSG,6.995138888888885
2025-10-31 08:15:00,BUTLERSG,6.995138888888885
2025-10-31 08:20:00,BUTLERSG,6.995138888888885
2025-10-31 08:25:00,BUTLERSG,6.995138888888885
2025-10-31 08:30:00,BUTLERSG,6.995138888888885
2025-10-31 08:35:00,BUTLERSG,6.995138888888885
2025-10-31 08:40:00,BUTLERSG,6.995138888888885
2025-10-31 08:45:00,BUTLERSG,6.995138888888885
2025-10-31 08:50:00,BUTLERSG,6.995138888888885
2025-10-31 08:55:00,BUTLERSG,6.995138888888885
2025-10-31 09:00:00,BUTLERSG,6.995138888888885
2025-10-31 09:05:00,BUTLERSG,6.995138888888885
2025-10-31 09:10:00,BUTLERSG,6.995138888888885
2025-10-31 09:15:00,BUTLERSG,6.995138888888885
2025-10-31 09:20:00,BUTLERSG,6.995138888888885
2025-10-31 09:25:00,BUTLERSG,6.995138888888885
2025-10-31 09:30:00,BUTLERSG,6.995138888888885
2025-10-31 09:35:00,BUTLERSG,6.995138888888885
2025-10-31 09:40:00,BUTLERSG,6.995138888888885
2025-10-31 09:45:00,BUTLERSG,6.995138888888885
2025-10-31 09:50:00,BUTLERSG,6.995138888888885
2025-10-31 09:55:00,BUTLERSG,6.995138888888885
2025-10-31 10:00:00,BUTLERSG,6.995138888888885
2025-10-31 10:05:00,BUTLERSG,6.995138888888885
2025-10-31 10:10:00,BUTLERSG,6.995138888888885
2025-10-31 10:15:00,BUTLERSG,6.995138888888885
2025-10-31 10:20:00,BUTLERSG,6.995138888888885
2025-10-31 10:25:00,BUTLERSG,6.995138888888885
2025-10-31 10:30:00,BUTLERSG,6.995138888888885
2025-10-31 10:35:00,BUTLERSG,6.995138888888885
2025-10-31 10:40:00,BUTLERSG,6.995138888888885
2025-10-31 10:45:00,BUTLERSG,6.995138888888885
2025-10-31 10:50:00,BUTLERSG,6.995138888888885
2025-10-31 10:55:00,BUTLERSG,6.995138888888885
2025-10-31 11:00:00,BUTLERSG,6.995138888888885
2025-10-31 11:05:00,BUTLERSG,6.995138888888885
2025-10-31 11:10:00,BUTLERSG,6.995138888888885
2025-10-31 11:15:00,BUTLERSG,6.995138888888885
2025-10-31 11:20:00,BUTLERSG,6.995138888888885
2025-10-31 11:25:00,BUTLERSG,6.995138888888885
2025-10-31 11:30:00,BUTLERSG,6.995138888888885
2025-10-31 11:35:00,BUTLERSG,6.995138888888885
2025-10-31 11:40:00,BUTLERSG,6.995138888888885
2025-10-31 11:45:00,BUTLERSG,6.995138888888885
2025-10-31 11:50:00,BUTLERSG,6.995138888888885
2025-10-31 11:55:00,BUTLERSG,6.995138888888885
2025-10-31 12:00:00,BUTLERSG,6.995138888888885
2025-10-31 12:05:00,BUTLERSG,6.995138888888885
2025-10-31 12:10:00,BUTLERSG,6.995138888888885
2025-10-31 12:15:00,BUTLERSG,6.995138888888885
2025-10-31 12:20:00,BUTLERSG,6.995138888888885
2025-10-31 12:25:00,BUTLERSG,6.995138888888885
2025-10-31 12:30:00,BUTLERSG,6.995138888888885
2025-10-31 12:35:00,BUTLERSG,6.995138888888885
2025-10-31 12:40:00,BUTLERSG,6.995138888888885
2025-10-31 12:45:00,BUTLERSG,6.995138888888885
2025-10-31 12:50:00,BUTLERSG,6.995138888888885
2025-10-31 12:55:00,BUTLERSG,6.995138888888885
2025-10-31 13:00:00,BUTLERSG,6.995138888888885
2025-10-31 13:05:00,BUTLERSG,6.995138888888885
2025-10-31 13:10:00,BUTLERSG,6.995138888888885
2025-10-31 13:15:00,BUTLERSG,6.995138888888885
2025-10-31 13:20:00,BUTLERSG,6.995138888888885
2025-10-31 13:25:00,BUTLERSG,6.995138888888885
2025-10-31 13:30:00,BUTLERSG,6.995138888888885
2025-10-31 13:35:00,BUTLERSG,6.995138888888885
2025-10-31 13:40:00,BUTLERSG,6.995138888888885
2025-10-31 13:45:00,BUTLERSG,6.995138888888885
2025-10-31 13:50:00,BUTLERSG,6.995138888888885
2025-10-31 13:55:00,BUTLERSG,6.995138888888885
2025-10-31 14:00:00,BUTLERSG,6.995138888888885
2025-10-31 14:05:00,BUTLERSG,6.995138888888885
2025-10-31 14:10:00,BUTLERSG,6.995138888888885
2025-10-31 14:15:00,BUTLERSG,6.995138888888885
2025-10-31 14:20:00,BUTLERSG,6.995138888888885
2025-10-31 14:25:00,BUTLERSG,6.995138888888885
2025-10-31 14:30:00,BUTLERSG,6.995138888888885
2025-10-31 14:35:00,BUTLERSG,6.995138888888885
2025-10-31 14:40:00,BUTLERSG,6.995138888888885
2025-10-31 14:45:00,BUTLERSG,6.995138888888885
2025-10-31 14:50:00,BUTLERSG,6.995138888888885
2025-10-31 14:55:00,BUTLERSG,6.995138888888885
2025-10-31 15:00:00,BUTLERSG,6.995138888888885
2025-10-31 15:05:00,BUTLERSG,6.995138888888885
2025-10-31 15:10:00,BUTLERSG,6.995138888888885
2025-10-31 15:15:00,BUTLERSG,6.995138888888885
2025-10-31 15:20:00,BUTLERSG,6.995138888888885
2025-10-31 15:25:00,BUTLERSG,6.995138888888885
2025-10-31 15:30:00,BUTLERSG,6.995138888888885
2025-10-31 15:35:00,BUTLERSG,6.995138888888885
2025-10-31 15:40:00,BUTLERSG,6.995138888888885
2025-10-31 15:45:00,BUTLERSG,6.995138888888885
2025-10-31 15:50:00,BUTLERSG,6.995138888888885
2025-10-31 15:55:00,BUTLERSG,6.995138888888885
2025-10-31 16:00:00,BUTLERSG,6.995138888888885
2025-10-31 16:05:00,BUTLERSG,6.995138888888885
2025-10-31 16:10:00,BUTLERSG,6.995138888888885
2025-10-31 16:15:00,BUTLERSG,6.995138888888885
2025-10-31 16:20:00,BUTLERSG,6.995138888888885
2025-10-31 16:25:00,BUTLERSG,6.995138888888885
2025-10-31 16:30:00,BUTLERSG,6.995138888888885
2025-10-31 16:35:00,BUTLERSG,6.995138888888885
2025-10-31 16:40:00,BUTLERSG,6.995138888888885
2025-10-31 16:45:00,BUTLERSG,6.995138888888885
2025-10-31 16:50:00,BUTLERSG,6.995138888888885
